Saison 64; Spieltag 1; Saarbruecken;0;2; 1. FC Koeln
Saison 98; Spieltag 1; Rostock;0;1; Wolfsburg
Saison 98; Spieltag 1; 1. FC Koeln;3;2; Duisburg
Saison 98; Spieltag 1; Hamburg;2;2; Gladbach
Saison 98; Spieltag 1; Hertha;1;1; Dortmund
Saison 98; Spieltag 2; Leverkusen;3;2; Bochum
Saison 98; Spieltag 2; 1860 1860;2;2; Karlsruhe
Saison 98; Spieltag 2; Bielefeld;2;1; VfB Stuttgart
Saison 98; Spieltag 2; Duisburg;1;0; Schalke
Saison 98; Spieltag 2; Bremen;1;0; Rostock
Saison 98; Spieltag 2; Dortmund;3;0; 1. FC Koeln
Saison 98; Spieltag 2; Gladbach;1;1; Bayern
Saison 98; Spieltag 2; Kaiserslautern;1;0; Hertha
Saison 98; Spieltag 2; Wolfsburg;1;1; Hamburg
Saison 98; Spieltag 3; VfB Stuttgart;1;0; Leverkusen
Saison 98; Spieltag 3; Bochum;0;0; Duisburg
Saison 98; Spieltag 3; Bremen;3;1; 1860 1860
Saison 98; Spieltag 3; Schalke;1;0; Dortmund
Saison 98; Spieltag 3; Bayern;5;2; Wolfsburg
Saison 98; Spieltag 3; 1. FC Koeln;0;0; Kaiserslautern
Saison 98; Spieltag 3; Karlsruhe;3;1; Bielefeld
Saison 98; Spieltag 3; Rostock;2;1; Hamburg
Saison 98; Spieltag 3; Hertha;2;2; Gladbach
Saison 98; Spieltag 4; Wolfsburg;2;1; Hertha
Saison 98; Spieltag 4; 1860 1860;0;1; Rostock
Saison 98; Spieltag 4; Kaiserslautern;3;0; Schalke
Saison 98; Spieltag 4; Bielefeld;3;0; Bremen
Saison 98; Spieltag 4; Duisburg;0;3; VfB Stuttgart
Saison 98; Spieltag 4; Dortmund;5;2; Bochum
Saison 98; Spieltag 4; Leverkusen;6;1; Karlsruhe
Saison 98; Spieltag 4; Gladbach;4;1; 1. FC Koeln
Saison 98; Spieltag 4; Hamburg;0;2; Bayern
Saison 98; Spieltag 5; Bochum;1;3; Kaiserslautern
Saison 98; Spieltag 5; Hertha;0;2; Hamburg
Saison 98; Spieltag 5; Schalke;2;0; Gladbach
Saison 98; Spieltag 5; 1. FC Koeln;5;3; Wolfsburg
Saison 98; Spieltag 5; Rostock;1;3; Bayern
Saison 98; Spieltag 5; VfB Stuttgart;0;0; Dortmund
Saison 98; Spieltag 5; Bremen;2;1; Leverkusen
Saison 98; Spieltag 5; Karlsruhe;1;2; Duisburg
Saison 98; Spieltag 5; 1860 1860;1;0; Bielefeld
Saison 98; Spieltag 6; Hamburg;2;1; 1. FC Koeln
Saison 98; Spieltag 6; Bielefeld;0;1; Rostock
Saison 98; Spieltag 6; Gladbach;2;1; Bochum
Saison 98; Spieltag 6; Wolfsburg;0;0; Schalke
Saison 98; Spieltag 6; Duisburg;2;1; Bremen
Saison 98; Spieltag 6; Bayern;3;0; Hertha
Saison 98; Spieltag 6; Dortmund;2;2; Karlsruhe
Saison 98; Spieltag 6; Leverkusen;2;2; 1860 1860
Saison 98; Spieltag 6; Kaiserslautern;4;3; VfB Stuttgart
Saison 98; Spieltag 7; Karlsruhe;2;4; Kaiserslautern
Saison 98; Spieltag 7; 1860 1860;0;0; Duisburg
Saison 98; Spieltag 7; Bochum;2;1; Wolfsburg
Saison 98; Spieltag 7; Rostock;4;0; Hertha
Saison 98; Spieltag 7; Bremen;2;1; Dortmund
Saison 98; Spieltag 7; 1. FC Koeln;1;3; Bayern
Saison 98; Spieltag 7; Bielefeld;2;1; Leverkusen
Saison 98; Spieltag 7; Schalke;2;2; Hamburg
Saison 98; Spieltag 7; VfB Stuttgart;3;1; Gladbach
Saison 98; Spieltag 8; Duisburg;2;1; Bielefeld
Saison 98; Spieltag 8; Bayern;1;1; Schalke
Saison 98; Spieltag 8; Kaiserslautern;1;3; Bremen
Saison 98; Spieltag 8; Gladbach;1;1; Karlsruhe
Saison 98; Spieltag 8; Leverkusen;1;1; Rostock
Saison 98; Spieltag 8; Hamburg;2;1; Bochum
Saison 98; Spieltag 8; Dortmund;2;3; 1860 1860
Saison 98; Spieltag 8; Wolfsburg;1;0; VfB Stuttgart
Saison 98; Spieltag 8; Hertha;1;0; 1. FC Koeln
Saison 98; Spieltag 9; 1860 1860;1;3; Kaiserslautern
Saison 98; Spieltag 9; Bremen;1;0; Gladbach
Saison 98; Spieltag 9; Rostock;1;2; 1. FC Koeln
Saison 98; Spieltag 9; Schalke;1;0; Hertha
Saison 98; Spieltag 9; Karlsruhe;2;1; Wolfsburg
Saison 98; Spieltag 9; Leverkusen;2;1; Duisburg
Saison 98; Spieltag 9; Bielefeld;3;1; Dortmund
Saison 98; Spieltag 9; Bochum;2;3; Bayern
Saison 98; Spieltag 9; VfB Stuttgart;5;2; Hamburg
Saison 98; Spieltag 10; Hertha;2;2; Bochum
Saison 98; Spieltag 10; Dortmund;0;1; Leverkusen
Saison 98; Spieltag 10; 1. FC Koeln;1;2; Schalke
Saison 98; Spieltag 10; Hamburg;3;1; Karlsruhe
Saison 98; Spieltag 10; Wolfsburg;1;0; Bremen
Saison 98; Spieltag 10; Bayern;3;3; VfB Stuttgart
Saison 98; Spieltag 10; Duisburg;0;1; Rostock
Saison 98; Spieltag 10; Gladbach;5;1; 1860 1860
Saison 98; Spieltag 10; Kaiserslautern;3;1; Bielefeld
Saison 98; Spieltag 11; Bremen;0;0; Hamburg
Saison 98; Spieltag 11; Bochum;2;1; 1. FC Koeln
Saison 98; Spieltag 11; Duisburg;0;0; Dortmund
Saison 98; Spieltag 11; Rostock;4;1; Schalke
Saison 98; Spieltag 11; VfB Stuttgart;4;1; Hertha
Saison 98; Spieltag 11; 1860 1860;2;1; Wolfsburg
Saison 98; Spieltag 11; Karlsruhe;1;1; Bayern
Saison 98; Spieltag 11; Leverkusen;1;0; Kaiserslautern
Saison 98; Spieltag 11; Bielefeld;3;1; Gladbach
Saison 98; Spieltag 12; Kaiserslautern;1;0; Duisburg
Saison 98; Spieltag 12; Schalke;2;0; Bochum
Saison 98; Spieltag 12; Gladbach;2;2; Leverkusen
Saison 98; Spieltag 12; Bayern;2;0; Bremen
Saison 98; Spieltag 12; Hertha;3;1; Karlsruhe
Saison 98; Spieltag 12; Dortmund;3;1; Wolfsburg
Saison 98; Spieltag 12; Wolfsburg;2;0; Bielefeld
Saison 98; Spieltag 12; Hamburg;1;2; 1860 1860
Saison 98; Spieltag 12; 1. FC Koeln;4;2; VfB Stuttgart
Saison 98; Spieltag 13; Duisburg;4;5; Gladbach
Saison 98; Spieltag 13; Leverkusen;2;1; Wolfsburg
Saison 98; Spieltag 13; Dortmund;2;2; Kaiserslautern
Saison 98; Spieltag 13; Karlsruhe;3;1; 1. FC Koeln
Saison 98; Spieltag 13; VfB Stuttgart;0;0; Schalke
Saison 98; Spieltag 13; 1860 1860;2;2; Bayern
Saison 98; Spieltag 13; Bremen;0;2; Hertha
Saison 98; Spieltag 13; Rostock;2;2; Bochum
Saison 98; Spieltag 13; Bielefeld;0;3; Hamburg
Saison 98; Spieltag 14; Kaiserslautern;4;3; Rostock
Saison 98; Spieltag 14; Wolfsburg;1;1; Duisburg
Saison 98; Spieltag 14; Gladbach;1;1; Dortmund
Saison 98; Spieltag 14; Hertha;2;0; 1860 1860
Saison 98; Spieltag 14; Bayern;1;0; Bielefeld
Saison 98; Spieltag 14; Hamburg;0;1; Leverkusen
Saison 98; Spieltag 14; Schalke;2;0; Karlsruhe
Saison 98; Spieltag 14; 1. FC Koeln;2;0; Bremen
Saison 98; Spieltag 14; Bochum;1;0; VfB Stuttgart
Saison 98; Spieltag 15; Karlsruhe;1;1; Bochum
Saison 98; Spieltag 15; Bremen;2;1; Schalke
Saison 98; Spieltag 15; Dortmund;2;1; Wolfsburg
Saison 98; Spieltag 15; Duisburg;3;0; Hamburg
Saison 98; Spieltag 15; Bielefeld;1;3; Hertha
Saison 98; Spieltag 15; 1860 1860;1;0; 1. FC Koeln
Saison 98; Spieltag 15; VfB Stuttgart;2;1; Rostock
Saison 98; Spieltag 15; Gladbach;1;3; Kaiserslautern
Saison 98; Spieltag 15; Leverkusen;4;2; Bayern
Saison 98; Spieltag 16; Bochum;0;1; Bremen
Saison 98; Spieltag 16; Hamburg;1;3; Dortmund
Saison 98; Spieltag 16; Schalke;2;0; 1860 1860
Saison 98; Spieltag 16; Bayern;3;0; Duisburg
Saison 98; Spieltag 16; VfB Stuttgart;3;0; Karlsruhe
Saison 98; Spieltag 16; Hertha;2;2; Leverkusen
Saison 98; Spieltag 16; Wolfsburg;2;1; Kaiserslautern
Saison 98; Spieltag 16; 1. FC Koeln;3;5; Bielefeld
Saison 98; Spieltag 16; Rostock;2;0; Gladbach
Saison 98; Spieltag 17; Leverkusen;4;0; 1. FC Koeln
Saison 98; Spieltag 17; Dortmund;0;2; Bayern
Saison 98; Spieltag 17; Karlsruhe;3;1; Rostock
Saison 98; Spieltag 17; Duisburg;0;1; Hertha
Saison 98; Spieltag 17; Kaiserslautern;2;1; Hamburg
Saison 98; Spieltag 17; Bremen;2;2; VfB Stuttgart
Saison 98; Spieltag 17; Gladbach;0;2; Wolfsburg
Saison 98; Spieltag 17; Bielefeld;1;1; Schalke
Saison 98; Spieltag 17; 1860 1860;0;2; Bochum
Saison 98; Spieltag 18; Kaiserslautern;2;0; Bayern
Saison 98; Spieltag 18; Duisburg;2;2; 1. FC Koeln
Saison 98; Spieltag 18; 1860 1860;1;3; VfB Stuttgart
Saison 98; Spieltag 18; Gladbach;1;1; Hamburg
Saison 98; Spieltag 18; Leverkusen;0;0; Schalke
Saison 98; Spieltag 18; Bremen;2;4; Karlsruhe
Saison 98; Spieltag 18; Bielefeld;0;2; Bochum
Saison 98; Spieltag 18; Wolfsburg;1;1; Rostock
Saison 98; Spieltag 18; Dortmund;3;0; Hertha
Saison 98; Spieltag 19; Rostock;1;2; Bremen
Saison 98; Spieltag 19; Hertha;2;0; Kaiserslautern
Saison 98; Spieltag 19; Bayern;3;2; Gladbach
Saison 98; Spieltag 19; Karlsruhe;0;0; 1860 1860
Saison 98; Spieltag 19; 1. FC Koeln;4;2; Dortmund
Saison 98; Spieltag 19; VfB Stuttgart;1;0; Bielefeld
Saison 98; Spieltag 19; Schalke;1;1; Duisburg
Saison 98; Spieltag 19; Hamburg;1;2; Wolfsburg
Saison 98; Spieltag 19; Bochum;0;0; Leverkusen
Saison 98; Spieltag 20; Gladbach;4;2; Hertha
Saison 98; Spieltag 20; Dortmund;2;2; Schalke
Saison 98; Spieltag 20; Kaiserslautern;3;2; 1. FC Koeln
Saison 98; Spieltag 20; 1860 1860;0;1; Bremen
Saison 98; Spieltag 20; Wolfsburg;2;3; Bayern
Saison 98; Spieltag 20; Duisburg;2;0; Bochum
Saison 98; Spieltag 20; Leverkusen;6;1; VfB Stuttgart
Saison 98; Spieltag 20; Bielefeld;2;1; Karlsruhe
Saison 98; Spieltag 20; Hamburg;0;1; Rostock
Saison 98; Spieltag 21; VfB Stuttgart;1;1; Duisburg
Saison 98; Spieltag 21; Bochum;2;0; Dortmund
Saison 98; Spieltag 21; Bremen;2;1; Bielefeld
Saison 98; Spieltag 21; 1. FC Koeln;3;2; Gladbach
Saison 98; Spieltag 21; Rostock;3;0; 1860 1860
Saison 98; Spieltag 21; Hertha;1;0; Wolfsburg
Saison 98; Spieltag 21; Schalke;1;1; Kaiserslautern
Saison 98; Spieltag 21; Bayern;3;0; Hamburg
Saison 98; Spieltag 21; Karlsruhe;1;1; Leverkusen
Saison 98; Spieltag 22; Duisburg;1;0; Karlsruhe
Saison 98; Spieltag 22; Kaiserslautern;3;0; Bochum
Saison 98; Spieltag 22; Bielefeld;1;1; 1860 1860
Saison 98; Spieltag 22; Bayern;2;0; Rostock
Saison 98; Spieltag 22; Hamburg;1;1; Hertha
Saison 98; Spieltag 22; Gladbach;0;1; Schalke
Saison 98; Spieltag 22; Leverkusen;4;1; Bremen
Saison 98; Spieltag 22; Dortmund;3;1; VfB Stuttgart
Saison 98; Spieltag 22; Wolfsburg;1;1; 1. FC Koeln
Saison 98; Spieltag 23; 1. FC Koeln;1;2; Hamburg
Saison 98; Spieltag 23; Karlsruhe;0;1; Dortmund
Saison 98; Spieltag 23; Bremen;2;2; Duisburg
Saison 98; Spieltag 23; Rostock;2;1; Bielefeld
Saison 98; Spieltag 23; 1860 1860;3;1; Leverkusen
Saison 98; Spieltag 23; Schalke;1;1; Wolfsburg
Saison 98; Spieltag 23; VfB Stuttgart;0;1; Kaiserslautern
Saison 98; Spieltag 23; Hertha;2;1; Bayern
Saison 98; Spieltag 23; Bochum;3;1; Gladbach
Saison 98; Spieltag 24; Dortmund;2;2; Bremen
Saison 98; Spieltag 24; Kaiserslautern;0;0; Karlsruhe
Saison 98; Spieltag 24; Bayern;0;0; 1. FC Koeln
Saison 98; Spieltag 24; Duisburg;0;2; 1860 1860
Saison 98; Spieltag 24; Hamburg;1;1; Schalke
Saison 98; Spieltag 24; Wolfsburg;0;2; Bochum
Saison 98; Spieltag 24; Leverkusen;0;0; Bielefeld
Saison 98; Spieltag 24; Gladbach;0;0; VfB Stuttgart
Saison 98; Spieltag 24; Hertha;1;1; Rostock
Saison 98; Spieltag 25; Bremen;1;1; Kaiserslautern
Saison 98; Spieltag 25; Bochum;0;0; Hamburg
Saison 98; Spieltag 25; 1. FC Koeln;2;0; Hertha
Saison 98; Spieltag 25; Rostock;1;2; Leverkusen
Saison 98; Spieltag 25; 1860 1860;4;2; Dortmund
Saison 98; Spieltag 25; Karlsruhe;2;5; Gladbach
Saison 98; Spieltag 25; Bielefeld;3;3; Duisburg
Saison 98; Spieltag 25; VfB Stuttgart;2;0; Wolfsburg
Saison 98; Spieltag 25; Schalke;1;0; Bayern
Saison 98; Spieltag 26; Hertha;1;4; Schalke
Saison 98; Spieltag 26; Duisburg;1;1; Leverkusen
Saison 98; Spieltag 26; Kaiserslautern;1;0; 1860 1860
Saison 98; Spieltag 26; Gladbach;0;0; Bremen
Saison 98; Spieltag 26; Bayern;0;0; Bochum
Saison 98; Spieltag 26; Wolfsburg;1;1; Karlsruhe
Saison 98; Spieltag 26; Dortmund;3;2; Bielefeld
Saison 98; Spieltag 26; Hamburg;0;0; VfB Stuttgart
Saison 98; Spieltag 26; 1. FC Koeln;0;0; Rostock
Saison 98; Spieltag 27; Karlsruhe;0;1; Hamburg
Saison 98; Spieltag 27; Rostock;2;1; Duisburg
Saison 98; Spieltag 27; Bremen;3;1; Wolfsburg
Saison 98; Spieltag 27; 1860 1860;2;0; Gladbach
Saison 98; Spieltag 27; VfB Stuttgart;0;3; Bayern
Saison 98; Spieltag 27; Bochum;2;1; Hertha
Saison 98; Spieltag 27; Schalke;1;0; 1. FC Koeln
Saison 98; Spieltag 27; Leverkusen;2;2; Dortmund
Saison 98; Spieltag 27; Bielefeld;2;2; Kaiserslautern
Saison 98; Spieltag 28; Hamburg;2;1; Bremen
Saison 98; Spieltag 28; Wolfsburg;1;0; 1860 1860
Saison 98; Spieltag 28; Dortmund;3;0; Duisburg
Saison 98; Spieltag 28; Bayern;1;1; Karlsruhe
Saison 98; Spieltag 28; Hertha;3;0; VfB Stuttgart
Saison 98; Spieltag 28; Schalke;0;0; Rostock
Saison 98; Spieltag 28; Kaiserslautern;0;3; Leverkusen
Saison 98; Spieltag 28; Gladbach;0;0; Bielefeld
Saison 98; Spieltag 28; 1. FC Koeln;2;1; Bochum
Saison 98; Spieltag 29; Karlsruhe;0;2; Hertha
Saison 98; Spieltag 29; Duisburg;1;1; Kaiserslautern
Saison 98; Spieltag 29; Leverkusen;1;1; Gladbach
Saison 98; Spieltag 29; Rostock;3;1; Dortmund
Saison 98; Spieltag 29; Bochum;3;0; Schalke
Saison 98; Spieltag 29; 1860 1860;1;1; Hamburg
Saison 98; Spieltag 29; Bremen;0;3; Bayern
Saison 98; Spieltag 29; Bielefeld;0;1; Wolfsburg
Saison 98; Spieltag 29; VfB Stuttgart;1;1; 1. FC Koeln
Saison 98; Spieltag 30; Kaiserslautern;1;1; Dortmund
Saison 98; Spieltag 30; Bochum;1;3; Rostock
Saison 98; Spieltag 30; Schalke;3;4; VfB Stuttgart
Saison 98; Spieltag 30; Wolfsburg;1;0; Leverkusen
Saison 98; Spieltag 30; Hertha;1;2; Bremen
Saison 98; Spieltag 30; Hamburg;2;0; Bielefeld
Saison 98; Spieltag 30; Bayern;3;1; 1860 1860
Saison 98; Spieltag 30; 1. FC Koeln;0;1; Karlsruhe
Saison 98; Spieltag 30; Gladbach;0;3; Duisburg
Saison 98; Spieltag 31; Bremen;3;0; 1. FC Koeln
Saison 98; Spieltag 31; Duisburg;2;2; Wolfsburg
Saison 98; Spieltag 31; Bielefeld;4;1; Bayern
Saison 98; Spieltag 31; Rostock;2;2; Kaiserslautern
Saison 98; Spieltag 31; Dortmund;1;2; Gladbach
Saison 98; Spieltag 31; Karlsruhe;0;0; Schalke
Saison 98; Spieltag 31; 1860 1860;3;1; Hertha
Saison 98; Spieltag 31; Leverkusen;5;0; Hamburg
Saison 98; Spieltag 31; VfB Stuttgart;2;0; Bochum
Saison 98; Spieltag 32; Kaiserslautern;3;2; Gladbach
Saison 98; Spieltag 32; Hertha;1;1; Bielefeld
Saison 98; Spieltag 32; Bochum;3;3; Karlsruhe
Saison 98; Spieltag 32; Wolfsburg;1;4; Dortmund
Saison 98; Spieltag 32; Schalke;0;1; Bremen
Saison 98; Spieltag 32; Hamburg;1;0; Duisburg
Saison 98; Spieltag 32; 1. FC Koeln;2;3; 1860 1860
Saison 98; Spieltag 32; Rostock;1;1; VfB Stuttgart
Saison 98; Spieltag 32; Bayern;2;1; Leverkusen
Saison 98; Spieltag 33; Bielefeld;2;1; 1. FC Koeln
Saison 98; Spieltag 33; Dortmund;0;1; Hamburg
Saison 98; Spieltag 33; Kaiserslautern;4;0; Wolfsburg
Saison 98; Spieltag 33; Leverkusen;0;1; Hertha
Saison 98; Spieltag 33; Gladbach;5;2; Rostock
Saison 98; Spieltag 33; Duisburg;0;1; Bayern
Saison 98; Spieltag 33; Karlsruhe;4;2; VfB Stuttgart
Saison 98; Spieltag 33; Bremen;1;0; Bochum
Saison 98; Spieltag 33; 1860 1860;1;0; Schalke
Saison 98; Spieltag 34; 1. FC Koeln;2;2; Leverkusen
Saison 98; Spieltag 34; Wolfsburg;0;2; Gladbach
Saison 98; Spieltag 34; VfB Stuttgart;1;0; Bremen
Saison 98; Spieltag 34; Hertha;1;3; Duisburg
Saison 98; Spieltag 34; Hamburg;1;1; Kaiserslautern
Saison 98; Spieltag 34; Schalke;2;1; Bielefeld
Saison 98; Spieltag 34; Rostock;4;2; Karlsruhe
Saison 98; Spieltag 34; Bochum;1;0; 1860 1860
Saison 98; Spieltag 34; Bayern;4;0; Dortmund
Saison 99; Spieltag 1; Duisburg;2;1; Frankfurt
Saison 99; Spieltag 1; VfB Stuttgart;2;1; Dortmund
Saison 99; Spieltag 1; Leverkusen;3;1; Rostock
Saison 99; Spieltag 1; Nuernberg;1;1; Hamburg
Saison 99; Spieltag 1; Gladbach;3;0; Schalke
Saison 99; Spieltag 1; Wolfsburg;0;1; Bayern
Saison 99; Spieltag 1; Bochum;1;2; Freiburg
Saison 99; Spieltag 1;1860;1;2; Kaiserslautern
Saison 99; Spieltag 1; Hertha;1;0; Bremen
Saison 99; Spieltag 2; Bremen;2;3; Nuernberg
Saison 99; Spieltag 2; Rostock;3;3; Wolfsburg
Saison 99; Spieltag 2; Freiburg;1;1; Leverkusen
Saison 99; Spieltag 2; Bayern;3;1; Duisburg
Saison 99; Spieltag 2; Dortmund;3;0; Hertha
Saison 99; Spieltag 2; Schalke;1;0; VfB Stuttgart
Saison 99; Spieltag 2; Kaiserslautern;2;1; Gladbach
Saison 99; Spieltag 2; Frankfurt;2;3;1860
Saison 99; Spieltag 2; Hamburg;1;0; Bochum
Saison 99; Spieltag 3; Duisburg;1;1;1860
Saison 99; Spieltag 3; Gladbach;1;1; Frankfurt
Saison 99; Spieltag 3; Wolfsburg;1;1; Freiburg
Saison 99; Spieltag 3; Bochum;2;0; Bremen
Saison 99; Spieltag 3; VfB Stuttgart;4;1; Kaiserslautern
Saison 99; Spieltag 3; Nuernberg;0;0; Dortmund
Saison 99; Spieltag 3; Leverkusen;1;2; Hamburg
Saison 99; Spieltag 3; Bayern;6;1; Rostock
Saison 99; Spieltag 3; Hertha;2;0; Schalke
Saison 99; Spieltag 4; Frankfurt;1;1; VfB Stuttgart
Saison 99; Spieltag 4;1860;3;1; Gladbach
Saison 99; Spieltag 4; Freiburg;1;0; Bayern
Saison 99; Spieltag 4; Rostock;3;0; Duisburg
Saison 99; Spieltag 4; Schalke;2;2; Nuernberg
Saison 99; Spieltag 4; Kaiserslautern;4;3; Hertha
Saison 99; Spieltag 4; Bremen;2;2; Leverkusen
Saison 99; Spieltag 4; Hamburg;1;1; Wolfsburg
Saison 99; Spieltag 4; Dortmund;0;1; Bochum
Saison 99; Spieltag 5; Rostock;0;2; Freiburg
Saison 99; Spieltag 5; Hertha;3;1; Frankfurt
Saison 99; Spieltag 5; Bochum;1;2; Schalke
Saison 99; Spieltag 5; VfB Stuttgart;0;1;1860
Saison 99; Spieltag 5; Wolfsburg;2;4; Bremen
Saison 99; Spieltag 5; Leverkusen;3;1; Dortmund
Saison 99; Spieltag 5; Nuernberg;1;1; Kaiserslautern
Saison 99; Spieltag 5; Duisburg;2;2; Gladbach
Saison 99; Spieltag 5; Bayern;5;3; Hamburg
Saison 99; Spieltag 6; Hamburg;1;0; Rostock
Saison 99; Spieltag 6;1860;2;0; Hertha
Saison 99; Spieltag 6; Gladbach;2;3; VfB Stuttgart
Saison 99; Spieltag 6; Dortmund;2;1; Wolfsburg
Saison 99; Spieltag 6; Freiburg;2;2; Duisburg
Saison 99; Spieltag 6; Schalke;1;1; Leverkusen
Saison 99; Spieltag 6; Kaiserslautern;2;3; Bochum
Saison 99; Spieltag 6; Bremen;0;1; Bayern
Saison 99; Spieltag 6; Frankfurt;3;2; Nuernberg
Saison 99; Spieltag 7; Wolfsburg;0;0; Schalke
Saison 99; Spieltag 7; Hertha;4;1; Gladbach
Saison 99; Spieltag 7; Nuernberg;1;5;1860
Saison 99; Spieltag 7; Freiburg;0;0; Hamburg
Saison 99; Spieltag 7; Rostock;2;1; Bremen
Saison 99; Spieltag 7; Leverkusen;2;2; Kaiserslautern
Saison 99; Spieltag 7; Bochum;0;0; Frankfurt
Saison 99; Spieltag 7; Duisburg;2;0; VfB Stuttgart
Saison 99; Spieltag 7; Bayern;2;2; Dortmund
Saison 99; Spieltag 8; Kaiserslautern;1;1; Wolfsburg
Saison 99; Spieltag 8;1860;2;1; Bochum
Saison 99; Spieltag 8; Gladbach;0;2; Nuernberg
Saison 99; Spieltag 8; Bremen;2;3; Freiburg
Saison 99; Spieltag 8; Schalke;1;3; Bayern
Saison 99; Spieltag 8; Frankfurt;2;3; Leverkusen
Saison 99; Spieltag 8; Hamburg;4;1; Duisburg
Saison 99; Spieltag 8; VfB Stuttgart;0;0; Hertha
Saison 99; Spieltag 8; Dortmund;2;0; Rostock
Saison 99; Spieltag 9; Freiburg;2;2; Dortmund
Saison 99; Spieltag 9; Hamburg;1;1; Bremen
Saison 99; Spieltag 9; Nuernberg;2;2; VfB Stuttgart
Saison 99; Spieltag 9; Rostock;2;2; Schalke
Saison 99; Spieltag 9; Bayern;4;0; Kaiserslautern
Saison 99; Spieltag 9; Wolfsburg;2;0; Frankfurt
Saison 99; Spieltag 9; Bochum;2;1; Gladbach
Saison 99; Spieltag 9; Leverkusen;1;1;1860
Saison 99; Spieltag 9; Duisburg;0;0; Hertha
Saison 99; Spieltag 10; Kaiserslautern;3;2; Rostock
Saison 99; Spieltag 10; Gladbach;2;8; Leverkusen
Saison 99; Spieltag 10;1860;2;3; Wolfsburg
Saison 99; Spieltag 10; VfB Stuttgart;4;2; Bochum
Saison 99; Spieltag 10; Frankfurt;1;0; Bayern
Saison 99; Spieltag 10; Bremen;1;1; Duisburg
Saison 99; Spieltag 10; Hertha;3;0; Nuernberg
Saison 99; Spieltag 10; Schalke;1;1; Freiburg
Saison 99; Spieltag 10; Dortmund;2;1; Hamburg
Saison 99; Spieltag 11; Duisburg;1;1; Nuernberg
Saison 99; Spieltag 11; Bremen;1;1; Dortmund
Saison 99; Spieltag 11; Bochum;2;1; Hertha
Saison 99; Spieltag 11; Hamburg;2;2; Schalke
Saison 99; Spieltag 11; Wolfsburg;7;1; Gladbach
Saison 99; Spieltag 11; Bayern;3;1;1860
Saison 99; Spieltag 11; Rostock;2;2; Frankfurt
Saison 99; Spieltag 11; Freiburg;0;1; Kaiserslautern
Saison 99; Spieltag 11; Leverkusen;0;0; VfB Stuttgart
Saison 99; Spieltag 12; Kaiserslautern;1;0; Hamburg
Saison 99; Spieltag 12;1860;2;1; Rostock
Saison 99; Spieltag 12; Nuernberg;2;2; Bochum
Saison 99; Spieltag 12; Dortmund;2;0; Duisburg
Saison 99; Spieltag 12; Hertha;0;1; Leverkusen
Saison 99; Spieltag 12; Frankfurt;3;1; Freiburg
Saison 99; Spieltag 12; VfB Stuttgart;1;2; Wolfsburg
Saison 99; Spieltag 12; Schalke;1;2; Bremen
Saison 99; Spieltag 12; Gladbach;0;2; Bayern
Saison 99; Spieltag 13; Bremen;0;1; Kaiserslautern
Saison 99; Spieltag 13; Rostock;1;1; Gladbach
Saison 99; Spieltag 13; Dortmund;3;0; Schalke
Saison 99; Spieltag 13; Wolfsburg;2;1; Hertha
Saison 99; Spieltag 13; Hamburg;0;1; Frankfurt
Saison 99; Spieltag 13; Duisburg;2;0; Bochum
Saison 99; Spieltag 13; Bayern;2;0; VfB Stuttgart
Saison 99; Spieltag 13; Leverkusen;3;0; Nuernberg
Saison 99; Spieltag 13; Freiburg;1;2;1860
Saison 99; Spieltag 14; Frankfurt;0;2; Bremen
Saison 99; Spieltag 14; Schalke;2;0; Duisburg
Saison 99; Spieltag 14; Nuernberg;1;1; Wolfsburg
Saison 99; Spieltag 14; Hertha;1;0; Bayern
Saison 99; Spieltag 14; Bochum;1;5; Leverkusen
Saison 99; Spieltag 14;1860;0;0; Hamburg
Saison 99; Spieltag 14; VfB Stuttgart;1;1; Rostock
Saison 99; Spieltag 14; Kaiserslautern;1;0; Dortmund
Saison 99; Spieltag 14; Gladbach;3;1; Freiburg
Saison 99; Spieltag 15; Rostock;1;2; Hertha
Saison 99; Spieltag 15; Dortmund;3;1; Frankfurt
Saison 99; Spieltag 15; Hamburg;3;0; Gladbach
Saison 99; Spieltag 15; Wolfsburg;4;1; Bochum
Saison 99; Spieltag 15; Leverkusen;2;0; Duisburg
Saison 99; Spieltag 15; Bremen;4;1;1860
Saison 99; Spieltag 15; Freiburg;2;0; VfB Stuttgart
Saison 99; Spieltag 15; Bayern;2;0; Nuernberg
Saison 99; Spieltag 15; Kaiserslautern;4;1; Schalke
Saison 99; Spieltag 16; Nuernberg;2;2; Rostock
Saison 99; Spieltag 16; Bochum;2;2; Bayern
Saison 99; Spieltag 16; Leverkusen;3;0; Wolfsburg
Saison 99; Spieltag 16; VfB Stuttgart;3;1; Hamburg
Saison 99; Spieltag 16; Frankfurt;1;2; Schalke
Saison 99; Spieltag 16;1860;2;0; Dortmund
Saison 99; Spieltag 16; Gladbach;0;1; Bremen
Saison 99; Spieltag 16; Hertha;1;0; Freiburg
Saison 99; Spieltag 16; Duisburg;3;1; Kaiserslautern
Saison 99; Spieltag 17; Hamburg;0;4; Hertha
Saison 99; Spieltag 17; Dortmund;1;1; Gladbach
Saison 99; Spieltag 17; Wolfsburg;4;2; Duisburg
Saison 99; Spieltag 17; Freiburg;1;0; Nuernberg
Saison 99; Spieltag 17; Rostock;3;1; Bochum
